,CANT,CVE_ART,DESCR
0,1,TUE00244,"TUB COBRE 5/16""ØX165MM CIRCULA1.5KW127V"
1,1,TUA00028,"TUA U"" 5/16 ØX250MM 1200W 120V TAP1""NPT"
2,7,TP0007,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 7 MT
3,1,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT
4,2,BP00242,BAN P INOX 115MMX235MM 1000W 127V T/TOR
5,2,BP00243,BAN P INOX 55MMX235MM 450W 127V T/TOR
6,1,RP00165,REPARACION DE BATIDOR 16.6KW 440V
7,3,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT
8,1,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA"
9,1,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA"
10,1,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA"
11,1,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA"
12,1,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA"
13,1,BO00051,BOB 8020 CAL.26 127V BAS28.5CMX27CM MICA
14,1,BC00023,BC INOX 114MMØX165MM 1500W 230V C/ALLEN
15,5,PT00070,"PT-100 1/8""ØX30MM EXT 1.5MT 3HILOS Z/ESP"
16,2,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8"""
17,3,PJ31C1F1AA00,"TER J 3/16""ØX2"" EXT.2MT CON-1/2"" NPT"
18,5,WRE-2133,BAN MICA 120mmØx50mm 850W 440V TTORNILLO
19,7,WRE-2774,BAN MICA Ø120MM X 50 MM 700W 440V T TOR
20,3,WRE-4885,BAN INOX 36MMØX25MM 150W 240V EXT30CM
21,3,MR01934,"PT-100 3/16""ØX11/2"" EXT3MTS TEFLON Z-PIN"
22,1,PT00080,PT-100 4MMØX10CM EXT 5MT TEFLON 2HILOS
23,1,PT00081,"PT-100 DE 1/4""ØX14.5CM EXT 5MT CONECTOR"
24,2,RP00150,REPARACION DE TERMOPAR
25,3,TUA00009,"TUB INOX 7/16""ØX510MM ""U""8000W 440V TAP"
26,5,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8"""
27,6,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14"""
28,2,PT00044,"PT-100 1/4""Øx60CMS CABEZA Y BLOCK 1/2""X"
29,30,BOBINA001,BOBINA CAL.8 DSD C/TERMINALES EN INOX
30,6,TUE00247,"TUB INOX 7/16""ØX490MM U ESP 3200W 220V"
31,30,BOBINA001,BOBINA CAL.8 DSD C/TERMINALES EN INOX
32,1,TUE00320,"TUB INOX 1/4""ØX6"" 1675W 120V PARRILLA"
33,10,PJ31A1F1A400,"TER J 3/16""ØX1"" EXT.2MTS MALLA Z/ESPADA"
34,10,PK31A1F1A400,"TER K 3/16""ØX1"" EXT.2MT RES/MALLA INOX"
35,1,RP00172,REPARACION DE SELLADORA PCS-300
36,1,RP00173,REPARACION DE SELLADORA PCS-200
37,1,BN00232,BAN INOX 197MMØX152MM 3500W 440V T/TORNI
38,40,CBS00045,"CART INOX 3/8""Øx8"" 340W, 220V CABLE 35CM"
39,1,MR01934,"PT-100 3/16""ØX11/2"" EXT3MTS TEFLON Z-PIN"
40,3,TUE00321,"TUB INOX 1/2""ØX1030MMX980MM 3KW480V ""L"""
41,9,TF71E1120A00,"TUB INOX 7/16""ØX80CM 1200W 127V T/TOR"
42,10,BO00052,BOB 8020  CAL.19 79MMØX750MM GAZA 40CM
43,8,TUA00404,"TUB INOX 5/16""ØX50CM 4000W240V ""J"" 1""NPT"
44,2,TEE00025,"TER J 3/16""ØX50MM TRANS 1/4""ØX4MM EXT3MT"
45,1,TUS00049,"TUB INOX. 5/16""Øx1 MTS 900W, 127V. U TOR"
46,2,TUE00322,"TUB INOX 7/16""ØX410MM 2500W220V CIRCULAR"
47,2,TUE00323,"TUB INOX 7/16""ØX36.4CM 2500W220V ""M ESP"""
48,4,TUS00020,"TUB INOX 5/16""Øx64CMS 700W220V."
49,1,TUE00328,"TUB INOX 5/16""ØX111MM 2500W220V ESPIRAL"
50,5,TUS00003,"TUB. INOX. 5/16 Øx615mm. 2000W 440V ""U"""""
51,1,BB1 1/2X1/2-300W,"BOQUILLA 11/2X1""1/2"" 300W 240V"""
52,1,TP0008,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT
53,2,TUE00324,"TUB INOX 5/16""ØX110MM 1500W 127V ESPIRAL"
54,2,TUE00325,"TUB INOX 5/16""ØX110MM 1500W 240V ESPIRAL"
55,1,TUE00326,"TUB INOX 5/16""ØX383MMØX354MM 2KW240V CHI"
56,1,TUE00327,"TUB INOX 5/16""ØX383MMØX354MM 2KW240V GDE"
57,4,RB00010,BOB 8020 CAL.19 1612W 127V CER-8CANALES
58,1,P7J6C1D1A030,"AEROPACK J 1/16""ØX2"" T-1/8""ØX11/2"" EXT1M"
59,2,CS12E2040A00,"CAS INOX 1/2""ØX 2 1/2"" 400W220V EXT.30CM"
60,2,CS12E2040A00,"CAS INOX 1/2""ØX 2 1/2"" 400W220V EXT.30CM"
61,3,BC00024,BC PLANA INOX 52MMX60CM 750W 220V T/TOR
62,3,BC00025,BC PLANA INOX 51MMX490MM 1000W 220V T/TO
63,6,BP00241,BAN P COMUN 74MMX50CM 750W 220V T/TOR
64,2,TP00016,TIRA INOX 38MMX440MM 750W 230V T/TIPO H
65,8,TUA00258,"TUB INOX 7/16""Øx190mm 2000W 400V BUS/LAT"
66,2,BN00236,BAN INOX 58MMØX30MM 200W 230V EX1MT ALLE
67,4,BN00237,BAN INOX 122MMØX50MM 750W460V EXT1MT STD
68,4,TUA00364,"TUB INOX 7/16""ØX742MM U 20KW440V BRIDA6"""
69,2,BP00245,BAN P COMUN 100CMX21MM 900W220V T/TOR
70,1,BP00244,BAN P INOX 28MMX128MM 125W 230V T/TOR
71,10,PK31B1I1A000,"TER K 3/16""ØX1 1/2"" EXT.7MT MALLA Z/ESPA"
72,1,BP00051,BAN P A/COMUN 200MMx102MM 390W127V T/TOR
73,1,TUA00400,"TUB INOX 7/16""ØX210MM 800W127V ""U""  BUSH"
74,30,ECQ-00972,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V"""
75,3,TU5/16X230MM,"TUBULAR  J"" 5/16"" 230MM 4500W 220V"""
76,10,TUE00146,TUB ESP 10MMØX1985MM 1000W 440V BUS/SOPO
77,6,BO00054,BOB 8020 CAL. 13 13.7MMØX1.5MTS GAZA30CM
78,6,BO00055,"BOB 8020 CAL.13 13.7MMØX800MM ""U""GAZ30CM"
79,8,70001693,CARTUCHO 8MMØ X290MM 500W 220V
80,10,TP0004,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2.5 MT
81,2,BE00010,BAN INOX 103MMØX45MMØX65MM 400W255V ESP
82,2,BL00011,BAN M/L INOX 210mmØx70mm 650W 255V CABLE
83,2,BL00052,BAN M/LUNA 210MMØX70MM 1.6KW255V CLA-STD
84,1,TUS00086,"TUB INOX 5/16""Øx120MTS LONG. 1000W 120V."
85,12,TEA00058,"TER J 1/8""Øx115mm LONG EXT. DE 1220mm CL"
86,12,TEA00059,"TER J 3/16""Øx8mm EXT. .90CMS CLAVIJA"
87,1,TEE00026,TER K 12MMØX22CM EXT8MT MAQ-ESPECIAL
88,20,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT
89,1,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT
90,3,TUA00410,"TUB INOX 7/16""ØX500MM 3000W240V BUS3/4"""
91,1,CS14B1010A00,"CAS INOX 1/4""ØX1 1/4"" 100W 127V EXT.30CM"
92,1,TUA00350,"TUB INOX 7/16""ØX280MM ""U"" 9000W260V PLAC"
93,1,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT
94,1,PK18J1F1A400,"TER K 1/8""ØX15CM EXT2MT MALLA INOX  ZAP"
95,3,RP00176,REPARACION DE SOLDADURA A PLACAS TUBULAR
96,3,TUS00064,"TUB INOX 1/2""Øx500mm LONG ""U"" 2000W 220V"
97,3,TUA00078,"TUB INOX 5/16""Øx320mm 4000W 230V TAPON"
98,2,CS38E1017A00,"CAS INOX 3/8""ØX2 1/2"" 175W 127V EXT.30CM"
99,1,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT
100,1,TP0025,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT"""
101,2,PT00082,"PT-100 5/16""ØX40CM CON1/2""NPT EXT10M PLI"
102,2,54020219,"TER EK DOBLE1/2Øx12""x24"" EN INOX-T316"""
103,2,93980461,"TERMOPAR K DOBLE CAL8 x18 FUND INOX 316"""
104,1,PJ14F10B0600,"TER J 1/4""ØX4"" CON 1/2""-1/2""NPT BLOCK-CA"
105,1,TUE00057,"TUB INOX 7/16""Øx280mm U 9000W 240V PLACA"
106,4,TUE00331,"TUB INOX 1/4""ØX123MM 250W220V CIRCULAR/M"
107,1,BT00005,FAB BOBINA 8020 2000W 220V BASTIDOR NVO
108,1,RC00024,"RC 5/16""ØX37CM 300W 110V EXT. 25CM"
109,2,TUE00332,"TUB INOX 1/2""ØX2018MM 4000W 250V ESP/BUS"
110,1,TUA00124,"TU ""U"" Ø 8 MM X 500 MM 3000 W 220V"
111,4,TUE00063,"TUB INOX 5/16""ØX362CM 5000W220 V T/CABLE"
112,2,TUE00129,TUE Ø 8 MM X 303 APROX 5000 W 220 V
113,1,TUE00008,"TUBU"" 5/16""Øx21.5cm 2700W220V 3PZ COBRE"""
114,1,TUA00401,"TUB INOX 7/16""ØX26CM 2700W 240V ""M"" BUSH"
115,4,CAS00066,CAS INOX 12MMØX90MM 220W 110V  EXT.15CMS
116,2,BB00077,BB INOX 40MMØX60MM 300W 240V EXT.30CM
117,1,TUS00052,"TUB INOX 1/4""Øx280mm 200W 120V RECTA ZAP"
118,1,TU5/16X230MM,"TUBULAR  J"" 5/16"" 230MM 4500W 220V"""
119,4,TJ00087,"TER J 3/16""ØX5"" EXT4MT RES/MALLA INOX"
120,2,TJ00088,"TER J 3/16""ØX9"" EXT4MT RES/MALLA INOX"
121,1,BB1 1/2X1/2-300W,"BOQUILLA 11/2X1""1/2"" 300W 240V"""
122,2,CBS00002,"CAR BAJA INOX 5/8x97CMS 2400W 440V CABL"""
123,1,TUS00052,"TUB INOX 1/4""Øx280mm 200W 120V RECTA ZAP"
124,1,TUA00407,"TUB INOX 5/16""ØX25.5CM 2500W110V CLIP PL"
125,3,TP0005,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT
126,2,65014-38,CAE 12.5MMØx312.42MMLONG 90° 1200W 220V
127,1,CS12G1040A00,"CAS INOX 1/2""ØX3 1/2"" 400W 127V EXT.30CM"
128,4,MA00001,"TERMOPOZO COBRE 3/8""x126mm 1/2""A1/2"" NPT"
129,4,TUA00412,"TUB INOX 5/16""ØX240MM 1000W 120V BUS5/8"
130,4,TUA00414,"TUB INOX 7/16""ØX26CM 1100W127V BUSH"
131,4,CS12J1075A00,"CAS INOX 1/2""ØX5"" 750W127V EXT.30CM"
132,1,TUE00329,"TUB INOX 1/4""ØX16CM 700W127V ESPIRAL TAP"
133,1,TUE00330,"TUB INOX 1/4""ØX16CM 700W127V ESPIRAL PLA"
134,15,TUA00143,"TUB 7/16""X46CMS U 1500W 480V. ESPECIAL"
135,1,BB2X2ST,"BOQUILLA 2X2""  350W 240V"""
136,1,TUA00405,"TUB COBRE 5/16""ØX225MM 2400W115V TAP"
137,1,TUA00406,"TUB INOX 5/16""ØX20CM 2000W 220V ""J"" TAP"
138,12,CBS00001,"CBS 90° 3/4""Øx39.9/16 2600W400V EXT. 55"""
139,4,BN00112,"BN 3""ØX5""ANCHO 1000W 220V CIERRE STD"
140,10,RPISTOLA01,PISTOLA DE AIRE 3500W 220V
141,3,TUA00408,"TUB INOX 5/8""ØX150CM 2590W 256V REC/ALET"
142,7,P231B1AF0500,"PT-100 3/16""ØX 1 1/2"" CON 3/8""-A1/2""NPT"
143,2,TUE00334,"TUB INOX 5/16""ØX307MM  2100W220V ""M"" CUA"
144,2,TUA00400,"TUB INOX 7/16""ØX210MM 800W127V ""U""  BUSH"
145,3,TUA00415,"TUB INOX 7/16""ØX58CM 8000W240V ""U"" CLAMP"
146,1,TEA00004,"TEA K"" 18mmØx540mm CABEZA MARINA"""
147,4,TUA00082,"TUB ""U"" 8mmØx650mm 10kW 440V 2pz TAPON"
148,3,TUE00098,"TUB INOX 1/4""Øx185MM 900W 120V ""M"" T-90°"
149,3,RC00026,"RC 3/8""ØX175MM 375W125V EXT25CM"
150,3,ECQ-01444,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz"""
151,3,TUS00002,"TUB RECTA 1/2""ØX800MMLON 1000W 73V T/TOR"
152,2,TP0016,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8"""
153,2,TP0026,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 3 MT"""
154,10,CBS00099,"CBS INOX 5/8""ØX13"" 1700W 240V EXT.30CM"
155,6,TK00062,ELEMENTO K CAL.8X131.6MM CERAM/BLOCK CER
156,1,TP0005,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT
157,2,CBS00100,"CBS INOX 3/8""ØX90CM 1300W 240V EXT.1MT"
158,3,PK31B1G10000,"TER K 3/16""ØX1 1/2"" EXT.3MT MALLA S/ZAP"
159,3,BN00055,BN INOX 111MMØX85MM 1000W127V CIERRE STD
160,4,CS38M1050A01,"CAS INOX 3/8""ØX7"" 500W 127V EXT1MT"
161,4,CS38N1050A01,"CAS INOX 3/8""ØX8"" 500W 127V EXT1MT"
162,2,BL00053,BAN M/LUNA 129MMØX99MM 450W440V C/STD TO
163,1,BN00232,BAN INOX 197MMØX152MM 3500W 440V T/TORNI
164,3,BP00246,BAN P COMUN 218MMX85MM 800W440V 2BA T/TO
165,2,BP00247,BAN P COMUN 219MMX275MM 1800W440V 4B/TOR
166,2,BP00248,BAN P COMUN 197MMX31CM 2000W440V 4BA TOR
167,1,BN00115,BAN A/COMUN 263mmØx115mm 2800W 220V STD
168,6,TUS00052,"TUB INOX 1/4""Øx280mm 200W 120V RECTA ZAP"
169,1,TP0010,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 4 MT
170,6,CM12G2075A00,CAM INOX 12.5MMØX100MM 750W 240V EXT30CM
171,1,RP00177,REPARACION DE PLANCHA 4500W 240V ESP
172,2,TUS00111,"TUB INOX 1/4""ØX50CM 400W127V RECTA T/TOR"
173,1,TUE00148,"TUB INOX 5/16""Øx335mm. U 7600W 230V PLAQ"
174,1,TU5/16X230MM,"TUBULAR  J"" 5/16"" 230MM 4500W 220V"""
175,2,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT
176,8,PT00057,"PT-100 2MMX1"" DESNUDO EXT.113CM SOGUILLA"
177,2,PT00082,"PT-100 5/16""ØX40CM CON1/2""NPT EXT10M PLI"
178,8,TU5/16X203V,"TUBULAR U"" 5/16"" 203MM 1500W 127V"""
179,2,TUE00081,"TUB INOX 1/4""Øx355MM 4500W230V ESP/PLAC"
180,1,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8"""
181,1,TUA00280,"TUB INOX 1/4""Øx1500mm 3000W 230V BUSHING"
182,1,RP00178,REPARACION DE HORNO 780W 120V MAR-VULCAN
183,3,BO00053,BOB DSD CAL.6 86MMØX713MM U 48KW440V GA
184,2,P7J6C1D1A030,"AEROPACK J 1/16""ØX2"" T-1/8""ØX11/2"" EXT1M"
185,11,TEA00092,"TEA K 1/2""ØX53CM CO/1/2""NPT INOX C/MARIN"
186,6,TEA00093,"TEA K 1/2""ØX130CM CO/1/2""NPT INOX C/MARI"
187,4,PK14C1D1G300,"TER K 1/4""ØX2"" EXT.1MT RESORT C/MINI MAC"
188,2,TT00007,"TER T 3/16""ØX51CMX6CM EXT2MT CON-1/8 90°"
189,2,TT00008,"TER T 3/16""ØX127MMX6CM EXT5MT CON-1/8 90"
190,2,TU5/16X203V240W,"TUB INOX 5/16""ØX203MM 1500W 240V U TAP1"""
191,3,TEA00023,"TEA K 1/2""Øx1800mm CON1/2-1/2 C/MARINA"
192,2,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT
193,1,TU5/16X870J127V,"TUB INOX 5/16""ØX800MM 2000W127V ""J"" TBOY"
194,1,TEA00096,"TEA K 1/2""ØX18""X24"" ESCUADRA BLOCK/CMARI"
195,6,TUA00025,"TUB ALETADA 5/16""ØX32CM 750W 220 V"
196,5,TP0015,"TERMOPAR CERAMICO T/K"" LONG 18"" CAL 8"""
197,1,RP00175,REPARACION SELLADORA PCS300
198,1,TP0016,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8"""
199,18,TUS00112,"TUB INOX 7/16""ØX80CM 960W 240V RECTA T/T"
200,2,TUA00403,"TUB INOX 3/8""ØX33.5CM 6000W480V ""U"" PLAC"
201,1,BB1 1/2X1/2-300W,"BOQUILLA 11/2X1""1/2"" 300W 240V"""
202,1,BB1 1/2X1/2-300W,"BOQUILLA 11/2X1""1/2"" 300W 240V"""
203,1,TP0025,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT"""
204,36,TUE00146,TUB ESP 10MMØX1985MM 1000W 440V BUS/SOPO
205,2,BE00011,"BAN P INOX 1 1/2""X12"" 240V W-MAX"
206,2,BE00012,"BAN P INOX 1 1/2""X14"" 240V W-MAX"
207,2,BE00013,"BAN P INOX 1 1/2""X16"" 240V W-MAX"
208,2,BE00015,"BAN P INOX 1 1/2""X18"" 240V W-MAX"
209,2,BN00243,"BAN INOX 12""ØX 1 1/2"" 1250W 240V C/ALLEN"
210,2,BN00244,"BAN INOX 14""ØX 1 1/2"" 1500W240V C/ALLEN"
211,2,BN00245,"BAN INOX 16""ØX1 1/2"" 1750W 240V C/ALLEN"
212,2,BN00246,"BAN INOX 20""ØX 11/2"" 2300W 240C C/ALLEN"
213,7,BP00249,"BAN P INOX 7""X1 1/2"" 900W 240V T/TOR"
214,2,PJ140FD1A000,"TER J 1/4""X1/2"" EXT1MT TORNILLO LOCO"
215,2,TUE00179,"TUB INOX 5/16""Øx197CM 2500W 220V ""M"" ESP"
216,2,RC00025,"RC 5/8""ØX748MM 1100W220V T/TORNILLO"
217,2,CS58H1060A00,"CAS INOX 5/8""ØX4"" 600W 127V EXT 30CM"
218,2,CS58H1060A00,"CAS INOX 5/8""ØX4"" 600W 127V EXT 30CM"
219,1,TU5/16X870J127V,"TUB INOX 5/16""ØX800MM 2000W127V ""J"" TBOY"
220,3,CBS00101,CBS INOX 27MMØX180CM 1000W 440V CAJA ESP
221,6,TUA00427,"TUB INCOL 5/16""ØX355MM 9000W240V J T/BOI"
222,10,TEA00006,"TEA J"" 3/16""Øx22MM EXT2MT BAY2GIR/ADAPT"
223,2,TEE00017,"ELEM K CAL. 8 x12"" C/FUNDA CERAMICA"
224,1,CS12J2025A00,"CAS INOX 1/2""X5"" 250W 240V EXT30CM"
225,1,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA"
226,1,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA"
227,1,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA"
228,1,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA"
229,1,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA"
230,2,TUE00332,"TUB INOX 1/2""ØX2018MM 4000W 250V ESP/BUS"
231,2,TP0009,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 6 MT
232,2,TP0010,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 4 MT
233,2,TP0040,TERMOPAR J 3/16 Ø X 1' 1/2 EXT.  5 MT
234,5,TEA00006,"TEA J"" 3/16""Øx22MM EXT2MT BAY2GIR/ADAPT"
235,4,CBS00056,CART INOX 11.43mmØx450mm 300W 48V CABLE
236,10,70001694,CARTUCHO Ø 8 MM X340 MM 500W 220 V
237,8,70001698,CARTUCHO ESC.Ø 8MM X 325 MM 500W 220V
238,7,70001692,CARTUCHO Ø8MM X 260MM 500W 220V
239,8,70001690,CARTUCHO Ø 8 MM X 500 MM 500 W 220 V
240,3,70001684,CARTUCHO Ø 10 MM X 460 MM 500W 220V
241,4,P214F1AB0600,"PT-100 1/4""ØX4"" CON1/2""-1/2"" NPT C/MARIN"
242,4,CS12F1040A00,"CAS INOX 1/2""ØX3"" 400W 127V EXT.30CM"
243,1,TUE00339,"TUB INOX 1/4""ØX135MM 700W127V ESPIRAL 4V"
244,2,BP00206,BAN P INOX 250MMX290MM 2000W 220V EXT2MT
245,30,ECQ-00972,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V"""
246,4,TUE00075,"TUB INOX 5/16""ØX700MM 780W 220V ""M"" ESPE"
247,2,CS12G1040A00,"CAS INOX 1/2""ØX3 1/2"" 400W 127V EXT.30CM"
248,2,TUS00113,"TUB INOX 1/4""ØX80CM 800W127V RECTA T/ZAP"
249,1,TUE00176,"TUB INOX 5/16""ØX1550MM ""CLIP"" 7000W 220V"
250,2,PJ14F1L1A800,"TER J 1/4""ØX4"" CON1/2""-1/2"" NPT EXT.8MT"
251,1,TUE00132,"TUB INOX 1/2""Øx410mm J 11KW 240V PLAQUIT"
252,3,TUS00005,"TUB INOX716Øx1421mm LONG ""M"" 3000W/220V"""
253,1,TUE00338,"TUB INOX 3/8""ØX158MM 2000W 127V CIRCULAR"
254,3,TUE00337,"TUB INOX 5/16""ØX42CM 3650W280V ESP/PLAC"
255,3,TUS00029,"TUB INOX 5/16""Øx310MM ""U"" 800W110V T/TOR"
256,1,BB00017,"BB Ø1.766""X1.432""  250W220V 3H TPLICA 1M"
257,1,BB00018,"BB Ø4.5""X1.265"" 500W 220V 3 H T PLICA 1M"
258,1,BN00002,"BAN MICA 1.766Øx1.432"" 250W 220V C/TERM"""
259,1,BN00003,"BAN MICA 4.500Øx1.265"" 500W 220V C/TERM"""
260,2,BL00038,BAN M/LUNA 220MMØX215MM 2950W230V ALLEN
261,3,PJ31Q1G3A100,"TER J 3/16""ØX1/2"" EXT3MT C/PLICA BAY1GIR"
262,3,TUA00426,"TUB INOX 7/16""ØX34CM 1800W240V ""U"" ALE-B"
263,2,PK14G1D1G300,"TER K 1/4""ØX8"" EXT.1MT RES-PIA C/CLAVIJA"
264,4,TUE00075,"TUB INOX 5/16""ØX700MM 780W 220V ""M"" ESPE"
265,4,TUE00198,"TUB INOX 5/16""ØX795MM 780W 120V T/TORNI"
266,1,BC00026,BC PLANA 13CMX20CM 1500W240V OCTAGONAL
267,4,TUE00307,"TUB COBRE 1/2""ØX218MM 700W 120V ELIPSE"
268,4,TUE00308,"TUB COBRE 7/16""ØX218MM 1500W 120V ELIPSE"
269,2,PT00082,"PT-100 5/16""ØX40CM CON1/2""NPT EXT10M PLI"
270,6,BS00006,BP S/BLINDA 300MMX698MM 2500W 230V 18BA
271,6,BS00008,BP S/BLINDA 300MMX698MM 2000W 230V 18BA
272,1,BB2X2ST,"BOQUILLA 2X2""  350W 240V"""
273,1,RP00181,REPARACION DE BRIDA DE 125KW 1240V DELTA
274,3,TUE00337,"TUB INOX 5/16""ØX42CM 3650W280V ESP/PLAC"
275,2,TK00028,"TER K 1/4""Øx79CM DOBLEZ 90° C.STD MAC/HE"
276,1,TP0008,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT
277,1,TP0040,TERMOPAR J 3/16 Ø X 1' 1/2 EXT.  5 MT
278,1,TUA00428,"TUB INOX 1/4""ØX443MM 500W220V RECTA-PLAC"
279,15,TUA00143,"TUB 7/16""X46CMS U 1500W 480V. ESPECIAL"
280,1,TUA00102,"TUB INOX 7/16""Øx1080MM ""U"" 5000W220V BUS"
281,2,P7J6C1D1A030,"AEROPACK J 1/16""ØX2"" T-1/8""ØX11/2"" EXT1M"
282,2,TUA00431,"TUB INOX 7/16""ØX49CM 3000W127V ""U"" BUS"
283,4,TP0005,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT
284,1,TUE00007,"TUB INOX 1/4""ØX370MM 7500W 220V ""U"" PLAC"
285,4,CS38F1010A00,"CAS INOX  3/8""ØX3"" 100W127 0V EXT.30CM"
286,5,WRE-2137,BAN INOX 170MMØX55MM 1300W 440V C/STD
287,2,BN00242,BAN INOX 57MMØX45MM 250W260V CINT/ALLEN
288,9,TUE00343,"TUB INOX 3/8""ØX75CM W MAX 480V ""M"" ESP"
289,1,BO00056,BOB 8020 CAL.16 19MMØX1170MM 5300W 240V
290,4,TEE00017,"ELEM K CAL. 8 x12"" C/FUNDA CERAMICA"
291,1,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8"""
292,10,TU5/16X203V,"TUBULAR U"" 5/16"" 203MM 1500W 127V"""
293,1,TU5/16X230MM,"TUBULAR  J"" 5/16"" 230MM 4500W 220V"""
294,1,TUE00341,"TUB INOX 1/2""ØX293MM 2500W240V ""M"" ESPEC"
295,1,TUE00341,"TUB INOX 1/2""ØX293MM 2500W240V ""M"" ESPEC"
296,3,TUA00430,"TUB INOX 1/2""ØX34CM 2000W 240V ""U"" ALETA"
297,2,CS14D2017B20,"CAS INOX 1/4""ØX2"" 175W240V EXT30CM C/TJ"
298,1,TP0005,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT
299,20,TEA00006,"TEA J"" 3/16""Øx22MM EXT2MT BAY2GIR/ADAPT"
300,5,TUE00042,"TUB. ESP. 5/16 1200W 120V TERM 90° 3"""""
301,5,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8"""
302,1,RM00017,"BOBINA 8020 110W 110V EN/TUBO INOX2""X30"""
303,6,TUA00134,"TUB ""J"" Ø 8 MM X 240 CM 5500 W 220 V"
304,2,PT00063,PT-100 6MMØX110MM CONECTOR EXT15MTS
305,1,TUA00432,"TUB INOX 7/16""ØX60CM 9000W240V 2 1/2""NPT"
306,2,BB1 1/2X1/2-300W,"BOQUILLA 11/2X1""1/2"" 300W 240V"""
307,2,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT
308,1,TUA00371,"TUB INOX 5/16""ØX430MM 6000W 230V"
309,10,CAS00075,"CAS INOX 1/2""ØX51.5CM 400W240V EXT1M SOG"
310,15,CAS00076,"CAS INOX 5/8""ØX72CM 2670W 480V EXT.30CM"
311,1,BB1 1/2X1/2-300W,"BOQUILLA 11/2X1""1/2"" 300W 240V"""
312,4,TUA00175,"TUB Ø 7/16 X 71 CM LONG ""U"" 3600W440V"
313,9,TUA00241,"TUB INOX 5/16""ØX23CM ELIPSE 985W120V BUS"
314,1,TU5/16X230MM,"TUBULAR  J"" 5/16"" 230MM 4500W 220V"""
315,2,TUA00222,"TUB INOX 5/16""Øx40CMS U 2000W 220V TAPON"
316,2,TUE00333,"TUB INOX 5/16""ØX437MM 1000W127V ""M"" ESPE"
317,4,TUA00421,"TUB INOX 3/8""ØX38CM 6000W240V ""U"" PLACA"
318,2,TUE00103,"TUE ""J"" INOX Ø 5/16 X 33 CM 5000 W 240 V"
319,5,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14"""
320,1,BB1 1/2X1/2-300W,"BOQUILLA 11/2X1""1/2"" 300W 240V"""
321,2,TUE00340,"TUB INOX 5/16""ØX56CM 5KW240V M ESP/CABLE"
322,5,BS00011,BP S/BLINDAJE 94MMX102MM 250W120V 25CM C
